query_id,log2FC,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
CM_cdhit-1_transcript_339669,22.437135540440938,1408444.JHYC01000008_gene1427,2.74e-17,79,"2DTNT@1|root,33M3P@2|Bacteria,1NH3S@1224|Proteobacteria,1SGZB@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_339905,22.45466878673589,869213.JCM21142_93454,1.05e-34,128,"COG0783@1|root,COG0783@2|Bacteria,4NQDD@976|Bacteroidetes,47QGP@768503|Cytophagia",976|Bacteroidetes,P,Belongs to the Dps family,dps,-,-,ko:K04047,-,-,-,-,"ko00000,ko03036",-,-,-,Ferritin
CM_cdhit-1_transcript_340674,22.12008887226702,1229487.AMYW01000007_gene3217,3e-207,590,"COG2896@1|root,COG2896@2|Bacteria,4NFS9@976|Bacteroidetes,1HWK6@117743|Flavobacteriia,2NSYC@237|Flavobacterium",976|Bacteroidetes,H,"Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate",moaA,-,"4.1.99.22,4.6.1.17","ko:K03639,ko:K20967","ko00790,ko01100,ko04122,map00790,map01100,map04122",-,"R09394,R11372","RC03420,RC03425","ko00000,ko00001,ko01000",-,-,-,"Fer4_12,Fer4_14,Mob_synth_C,Radical_SAM"
CM_cdhit-1_transcript_340729,21.766592858950258,1123508.JH636439_gene1132,5.089999999999999e-43,167,"COG1520@1|root,COG2373@1|root,COG2931@1|root,COG3386@1|root,COG4932@1|root,COG1520@2|Bacteria,COG2373@2|Bacteria,COG2931@2|Bacteria,COG3386@2|Bacteria,COG4932@2|Bacteria,2J4W7@203682|Planctomycetes",2|Bacteria,G,Pkd domain containing protein,-,-,-,-,-,-,-,-,-,-,-,-,"CHRD,CHU_C,DUF11,DUF4347,SdrD_B"
CM_cdhit-1_transcript_340928,22.46967610891777,926549.KI421517_gene1929,4.37e-207,586,"COG0055@1|root,COG0055@2|Bacteria,4NF1Q@976|Bacteroidetes,47KRX@768503|Cytophagia",976|Bacteroidetes,C,Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits,atpD,-,3.6.3.14,ko:K02112,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194,ko01000",3.A.2.1,-,-,"ATP-synt_ab,ATP-synt_ab_N"
CM_cdhit-1_transcript_341807,22.074938263950713,376686.Fjoh_4257,2.5899999999999993e-235,650,"COG1609@1|root,COG1609@2|Bacteria,4NDW6@976|Bacteroidetes,1HY65@117743|Flavobacteriia,2NTUE@237|Flavobacterium",976|Bacteroidetes,K,lacI family,-,-,-,ko:K02529,-,-,-,-,"ko00000,ko03000",-,-,-,"LacI,Peripla_BP_1,Peripla_BP_3"
CM_cdhit-1_transcript_341874,21.5381672906658,1121895.Q765_05525,3.58e-138,400,"COG0450@1|root,COG0450@2|Bacteria,4NEDT@976|Bacteroidetes,1HWZW@117743|Flavobacteriia,2NU7B@237|Flavobacterium",976|Bacteroidetes,O,Alkyl hydroperoxide reductase,ahpC,-,1.11.1.15,ko:K03386,"ko04214,map04214",-,-,-,"ko00000,ko00001,ko01000,ko04147",-,-,-,"1-cysPrx_C,AhpC-TSA"
CM_cdhit-1_transcript_342024,21.897622687965015,1270193.JARP01000003_gene2127,2.6099999999999997e-197,560,"COG0053@1|root,COG0053@2|Bacteria,4NEID@976|Bacteroidetes,1HY4C@117743|Flavobacteriia,2NS9D@237|Flavobacterium",976|Bacteroidetes,P,Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family,fieF,-,-,-,-,-,-,-,-,-,-,-,"Cation_efflux,ZT_dimer"
CM_cdhit-1_transcript_342154,22.025495412472253,391596.PBAL39_17429,2.84e-65,206,"COG0071@1|root,COG0071@2|Bacteria,4P2KR@976|Bacteroidetes,1IXF8@117747|Sphingobacteriia",976|Bacteroidetes,O,Belongs to the small heat shock protein (HSP20) family,-,-,-,-,-,-,-,-,-,-,-,-,HSP20
CM_cdhit-1_transcript_342734,22.267975276724776,1387312.BAUS01000002_gene336,4.89e-61,193,"COG0261@1|root,COG0261@2|Bacteria,1MZEW@1224|Proteobacteria,2VSHZ@28216|Betaproteobacteria,2KMZW@206350|Nitrosomonadales",206350|Nitrosomonadales,J,This protein binds to 23S rRNA in the presence of protein L20,rplU,-,-,ko:K02888,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L21p
CM_cdhit-1_transcript_342869,21.897622687965015,176299.Atu8165,2.67e-54,171,"COG3785@1|root,COG3785@2|Bacteria,1RHM7@1224|Proteobacteria,2U9MS@28211|Alphaproteobacteria,4BES7@82115|Rhizobiaceae",28211|Alphaproteobacteria,S,DNA-binding protein,hspQ,-,-,ko:K11940,-,-,-,-,"ko00000,ko03036",-,-,-,YccV-like
CM_cdhit-1_transcript_343023,22.14274033184934,714943.Mucpa_1176,1.92e-39,139,"COG0227@1|root,COG0227@2|Bacteria,4NS7Q@976|Bacteroidetes,1ITK4@117747|Sphingobacteriia",976|Bacteroidetes,J,Belongs to the bacterial ribosomal protein bL28 family,rpmB,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904",-,ko:K02902,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L28
CM_cdhit-1_transcript_343306,22.246223166916774,179408.Osc7112_3964,3.86e-4,48.1,"29Z27@1|root,30KZN@2|Bacteria,1G60Z@1117|Cyanobacteria,1HGSY@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_343759,22.12008887226702,1121896.JMLU01000003_gene2236,2.99e-19,101,"COG1520@1|root,COG2356@1|root,COG4677@1|root,COG1520@2|Bacteria,COG2356@2|Bacteria,COG4677@2|Bacteria,4NJHN@976|Bacteroidetes,1HZTN@117743|Flavobacteriia,2NXZV@237|Flavobacterium",976|Bacteroidetes,L,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_344062,22.20380796346678,743722.Sph21_4372,2.3699999999999998e-104,312,"COG1309@1|root,COG1309@2|Bacteria,4NKTA@976|Bacteroidetes,1IQS0@117747|Sphingobacteriia",976|Bacteroidetes,K,regulatory protein TetR,-,-,-,ko:K16137,-,-,-,-,"ko00000,ko03000",-,-,-,TetR_N
CM_cdhit-1_transcript_344165,22.538773754570276,3880.AES97342,9.37e-29,114,"KOG4853@1|root,KOG4853@2759|Eukaryota,37UN2@33090|Viridiplantae,3GJA7@35493|Streptophyta",35493|Streptophyta,S,mitotic sister chromatid biorientation,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_344190,22.46967610891777,1202532.FF52_16549,3.4700000000000003e-192,557,"COG0061@1|root,COG0061@2|Bacteria,4NFG5@976|Bacteroidetes,1HY0R@117743|Flavobacteriia,2NTRP@237|Flavobacterium",976|Bacteroidetes,G,"Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP",nadK,-,2.7.1.23,ko:K00858,"ko00760,ko01100,map00760,map01100",-,R00104,"RC00002,RC00078","ko00000,ko00001,ko01000",-,-,-,"NAD_kinase"
CM_cdhit-1_transcript_344481,21.819987934571632,1341155.FSS13T_15300,2.11e-13,78.2,"COG3227@1|root,COG3227@2|Bacteria,4NF8H@976|Bacteroidetes,1HY9Y@117743|Flavobacteriia,2P054@237|Flavobacterium",976|Bacteroidetes,M,"Thermolysin metallopeptidase, catalytic domain",-,-,3.4.24.28,ko:K01400,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"FTP,PepSY,Peptidase_M4,Peptidase_M4_C"
CM_cdhit-1_transcript_344636,22.12008887226702,714943.Mucpa_3194,2.4e-86,265,"COG1579@1|root,COG1579@2|Bacteria,4NE36@976|Bacteroidetes,1IPT2@117747|Sphingobacteriia",976|Bacteroidetes,S,Zinc ribbon domain,-,-,-,ko:K07164,-,-,-,-,ko00000,-,-,-,zf-RING_7
CM_cdhit-1_transcript_344876,21.5381672906658,5016.M2UC30,1.66e-25,96.7,"2DZCK@1|root,2S6X3@2759|Eukaryota,3A5SR@33154|Opisthokonta,3P5B4@4751|Fungi,3RM1S@4890|Ascomycota",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_344896,22.505648291062055,1123274.KB899409_gene410,7.8e-7,53.5,"2DMNG@1|root,32SP1@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_344904,22.185660375508686,1202532.FF52_17708,3.9099999999999994e-166,468,"COG1028@1|root,COG1028@2|Bacteria,4NFU6@976|Bacteroidetes,1HYGK@117743|Flavobacteriia,2NT6H@237|Flavobacterium",976|Bacteroidetes,IQ,short-chain dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2
CM_cdhit-1_transcript_344952,22.267975276724776,376686.Fjoh_0532,3.4199999999999996e-92,272,"COG4103@1|root,COG4103@2|Bacteria,4NNTQ@976|Bacteroidetes,1I292@117743|Flavobacteriia,2NVZF@237|Flavobacterium",976|Bacteroidetes,S,"Fructose 1,6-bisphosphatase",-,-,-,-,-,-,-,-,-,-,-,-,"ENT,TerB"
CM_cdhit-1_transcript_345163,21.869468468751425,1229487.AMYW01000013_gene3798,7.28e-64,199,"COG0081@1|root,COG0081@2|Bacteria,4NEIC@976|Bacteroidetes,1HZJ6@117743|Flavobacteriia,2NU05@237|Flavobacterium",976|Bacteroidetes,J,"Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release",rplA,"GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02863,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L1
CM_cdhit-1_transcript_345419,22.09517216674552,36080.S2JNF7,2.43e-62,209,"COG0652@1|root,KOG0865@2759|Eukaryota,38FFS@33154|Opisthokonta,3P1SD@4751|Fungi,1GTDP@112252|Fungi incertae sedis",4751|Fungi,O,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides,-,-,-,-,-,-,-,-,-,-,-,-,Pro_isomerase
CM_cdhit-1_transcript_345761,21.819987934571632,714943.Mucpa_2702,8.920000000000001e-29,118,"COG0589@1|root,COG0589@2|Bacteria,4NPYE@976|Bacteroidetes,1ISGK@117747|Sphingobacteriia",976|Bacteroidetes,T,Universal stress protein,-,-,-,-,-,-,-,-,-,-,-,-,Usp
CM_cdhit-1_transcript_345795,22.488768375353736,269798.CHU_2066,1.21e-69,217,"COG3685@1|root,COG3685@2|Bacteria,4NMCT@976|Bacteroidetes,47QX9@768503|Cytophagia",976|Bacteroidetes,S,Domain of unknown function (DUF892),-,-,-,-,-,-,-,-,-,-,-,-,DUF892
CM_cdhit-1_transcript_345888,21.930315153871458,1168034.FH5T_10755,2.2199999999999996e-99,328,"COG0341@1|root,COG0342@1|root,COG0341@2|Bacteria,COG0342@2|Bacteria,4NE1X@976|Bacteroidetes,2FMPX@200643|Bacteroidia",976|Bacteroidetes,U,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,secD,-,-,"ko:K03072,ko:K12257","ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044","2.A.6.4,3.A.5.2,3.A.5.7",-,-,"SecD_SecF,Sec_GG"
CM_cdhit-1_transcript_345897,22.401357647576955,1408433.JHXV01000020_gene3544,1.98e-161,506,"COG1629@1|root,COG4771@2|Bacteria,4NTQD@976|Bacteroidetes,1IKD4@117743|Flavobacteriia,2PA9C@246874|Cryomorphaceae",976|Bacteroidetes,P,Carboxypeptidase regulatory-like domain,-,-,-,-,-,-,-,-,-,-,-,-,"CarbopepD_reg_2,CarboxypepD_reg,Plug,TonB_dep_Rec"
CM_cdhit-1_transcript_345924,21.977678360258118,1313421.JHBV01000011_gene4054,1.95e-34,134,"2D45Q@1|root,32TGB@2|Bacteria,4NTFZ@976|Bacteroidetes",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_346285,22.267975276724776,362418.IW19_05555,4.2999999999999995e-194,562,"COG1132@1|root,COG1132@2|Bacteria,4NE2D@976|Bacteroidetes,1HWWR@117743|Flavobacteriia,2NSNT@237|Flavobacterium",976|Bacteroidetes,V,Antibiotic ABC transporter ATP-binding protein,msbA,-,-,ko:K11085,"ko02010,map02010",-,-,-,"ko00000,ko00001,ko01000,ko02000",3.A.1.106,-,-,"ABC_membrane,ABC_tran"
CM_cdhit-1_transcript_346492,21.869468468751425,926549.KI421517_gene622,1.78e-10,72.4,"COG3291@1|root,COG3291@2|Bacteria,4NMHU@976|Bacteroidetes,47TAX@768503|Cytophagia",976|Bacteroidetes,O,Matrixin,-,-,-,-,-,-,-,-,-,-,-,-,"Peptidase_M10,TIG"
CM_cdhit-1_transcript_346546,22.14274033184934,531844.FIC_00902,1.36e-12,67,"2ET6A@1|root,33KQC@2|Bacteria,4NYA0@976|Bacteroidetes,1IBA5@117743|Flavobacteriia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_347052,22.58704144177658,468059.AUHA01000002_gene1108,0,941,"COG1217@1|root,COG1217@2|Bacteria,4NDVM@976|Bacteroidetes,1IQXV@117747|Sphingobacteriia",976|Bacteroidetes,T,GTP-binding protein TypA,typA,-,-,ko:K06207,-,-,-,-,ko00000,-,-,-,"EFG_C,GTP_EFTU,GTP_EFTU_D2"
CM_cdhit-1_transcript_347056,22.09517216674552,1170562.Cal6303_3785,8.65e-20,84.3,"2EFXD@1|root,32GG6@2|Bacteria,1GI55@1117|Cyanobacteria,1HSY7@1161|Nostocales",1117|Cyanobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_347077,22.226905710374282,1202532.FF52_10913,7.12e-120,347,"COG3047@1|root,COG3047@2|Bacteria,4NNDW@976|Bacteroidetes,1I1KD@117743|Flavobacteriia,2P0J9@237|Flavobacterium",976|Bacteroidetes,M,Outer membrane protein beta-barrel domain,-,-,-,ko:K07275,-,-,-,-,ko00000,-,-,-,OMP_b-brl
CM_cdhit-1_transcript_347124,22.185660375508686,376686.Fjoh_3524,0,895,"COG0446@1|root,COG0446@2|Bacteria,4NDYU@976|Bacteroidetes,1HZGJ@117743|Flavobacteriia,2NT42@237|Flavobacterium",976|Bacteroidetes,S,SusD family,-,-,-,ko:K21572,-,-,-,-,"ko00000,ko02000","8.A.46.1,8.A.46.3",-,-,"SusD-like_3,SusD_RagB"
CM_cdhit-1_transcript_347265,22.52231408591771,1202532.FF52_20632,7.239999999999999e-296,808,"COG4992@1|root,COG4992@2|Bacteria,4NE93@976|Bacteroidetes,1HZCP@117743|Flavobacteriia,2NTFU@237|Flavobacterium",976|Bacteroidetes,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,rocD,-,2.6.1.13,ko:K00819,"ko00330,ko01100,ko01110,ko01130,map00330,map01100,map01110,map01130",-,R00667,"RC00006,RC00062","ko00000,ko00001,ko01000,ko01007",-,-,-,Aminotran_3
CM_cdhit-1_transcript_347329,21.897622687965015,435591.BDI_3552,1.1500000000000001e-33,118,"COG0268@1|root,COG0268@2|Bacteria,4NSB1@976|Bacteroidetes,2FTW4@200643|Bacteroidia,22YCU@171551|Porphyromonadaceae",976|Bacteroidetes,J,Binds directly to 16S ribosomal RNA,rpsT,-,-,ko:K02968,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S20p
CM_cdhit-1_transcript_347335,22.246223166916774,34349.G7E0M2,7.08e-17,80.1,"KOG1721@1|root,KOG1721@2759|Eukaryota,39PP8@33154|Opisthokonta",33154|Opisthokonta,S,DNA binding,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_347402,21.5381672906658,862908.BMS_0141,9.900000000000001e-74,232,"COG0102@1|root,COG0102@2|Bacteria,1RA11@1224|Proteobacteria,42SD5@68525|delta/epsilon subdivisions,2MT6N@213481|Bdellovibrionales,2WP5M@28221|Deltaproteobacteria",213481|Bdellovibrionales,J,"This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly",rplM,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02871,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L13
CM_cdhit-1_transcript_348204,21.5381672906658,714943.Mucpa_0286,6.7e-63,200,"COG1278@1|root,COG1278@2|Bacteria,4NNNH@976|Bacteroidetes,1IT6P@117747|Sphingobacteriia",976|Bacteroidetes,K,"PFAM Cold-shock protein, DNA-binding",cspG,-,-,-,-,-,-,-,-,-,-,-,CSD
CM_cdhit-1_transcript_348255,22.34058103075432,525373.HMPREF0766_12290,3.0500000000000003e-27,111,"COG1399@1|root,COG1399@2|Bacteria,4NMQT@976|Bacteroidetes,1ISWG@117747|Sphingobacteriia",976|Bacteroidetes,S,"acr, cog1399",-,-,-,-,-,-,-,-,-,-,-,-,DUF177
CM_cdhit-1_transcript_348609,21.897622687965015,1453505.JASY01000002_gene3021,3.16e-94,279,"COG1633@1|root,COG1633@2|Bacteria,4NW0S@976|Bacteroidetes,1IJ0I@117743|Flavobacteriia,2NVZ3@237|Flavobacterium",976|Bacteroidetes,S,Domain of unknown function (DUF2383),-,-,-,-,-,-,-,-,-,-,-,-,DUF2383
CM_cdhit-1_transcript_348653,22.538773754570276,376686.Fjoh_0072,6.71e-184,548,"COG3266@1|root,COG3266@2|Bacteria,4PMI8@976|Bacteroidetes,1I9Y7@117743|Flavobacteriia,2P0N3@237|Flavobacterium",976|Bacteroidetes,S,"domain, Protein",-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_348817,22.45466878673589,714943.Mucpa_3732,1.4999999999999998e-122,354,"COG0450@1|root,COG0450@2|Bacteria,4NEDT@976|Bacteroidetes,1IRMQ@117747|Sphingobacteriia",976|Bacteroidetes,O,alkyl hydroperoxide reductase,-,-,1.11.1.15,ko:K03386,"ko04214,map04214",-,-,-,"ko00000,ko00001,ko01000,ko04147",-,-,-,AhpC-TSA
CM_cdhit-1_transcript_348839,22.34058103075432,376686.Fjoh_0474,2.89e-156,441,"COG1028@1|root,COG1028@2|Bacteria,4NEK1@976|Bacteroidetes,1HZNY@117743|Flavobacteriia,2NV97@237|Flavobacterium",976|Bacteroidetes,IQ,Belongs to the short-chain dehydrogenases reductases (SDR) family,-,-,-,-,-,-,-,-,-,-,-,-,adh_short
CM_cdhit-1_transcript_348853,21.84971078737371,376686.Fjoh_5023,0,1243,"COG1368@1|root,COG1368@2|Bacteria,4NFI9@976|Bacteroidetes,1HYR3@117743|Flavobacteriia,2NU1B@237|Flavobacterium",976|Bacteroidetes,M,Sulfatase,-,-,-,-,-,-,-,-,-,-,-,-,Sulfatase
CM_cdhit-1_transcript_349391,22.12008887226702,485917.Phep_3005,1.34e-181,532,"COG0057@1|root,COG0057@2|Bacteria,4NG5C@976|Bacteroidetes,1IQW8@117747|Sphingobacteriia",976|Bacteroidetes,G,Belongs to the glyceraldehyde-3-phosphate dehydrogenase family,gapA2,-,1.2.1.12,ko:K00134,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01061,RC00149,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"Gp_dh_C,Gp_dh_N"
CM_cdhit-1_transcript_349574,22.09517216674552,1229487.AMYW01000007_gene3266,4.02e-69,215,"COG1512@1|root,COG1512@2|Bacteria,4NS9C@976|Bacteroidetes,1I3XE@117743|Flavobacteriia,2NWXV@237|Flavobacterium",976|Bacteroidetes,S,TPM domain,-,-,-,ko:K06872,-,-,-,-,ko00000,-,-,-,TPM_phosphatase
CM_cdhit-1_transcript_350356,21.897622687965015,12957.ACEP21395-PA,4.7e-6,59.7,"KOG0032@1|root,KOG0032@2759|Eukaryota",2759|Eukaryota,T,protein serine/threonine kinase activity,-,-,-,-,-,-,-,-,-,-,-,-,Pkinase
CM_cdhit-1_transcript_350390,22.401357647576955,1202532.FF52_12381,3.1299999999999997e-193,546,"COG2207@1|root,COG2207@2|Bacteria,4NGE5@976|Bacteroidetes,1IG3I@117743|Flavobacteriia,2NVH4@237|Flavobacterium",976|Bacteroidetes,K,"helix_turn_helix, arabinose operon control protein",-,-,-,-,-,-,-,-,-,-,-,-,"AraC_binding,Cupin_2,HTH_18"
CM_cdhit-1_transcript_350422,22.35648479807323,1347342.BN863_31070,2.1699999999999995e-87,269,"2DRQE@1|root,33CMA@2|Bacteria,4NZZ9@976|Bacteroidetes,1I8DU@117743|Flavobacteriia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_350470,21.766592858950258,3880.AES58577,1.55e-4,47,"COG0056@1|root,COG0356@1|root,COG1622@1|root,KOG1353@2759|Eukaryota,KOG4665@2759|Eukaryota,KOG4767@2759|Eukaryota,37JWW@33090|Viridiplantae,3G9FP@35493|Streptophyta,4JSJY@91835|fabids",35493|Streptophyta,C,ATP synthase,atp1,-,-,ko:K02132,"ko00190,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map01100,map04714,map05010,map05012,map05016",M00158,-,-,"ko00000,ko00001,ko00002",3.A.2.1,-,-,"ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N,COX2_TM"
CM_cdhit-1_transcript_350557,22.025495412472253,1202532.FF52_16808,4.87e-127,385,"COG0025@1|root,COG0025@2|Bacteria,4NK9T@976|Bacteroidetes,1II55@117743|Flavobacteriia,2NUEX@237|Flavobacterium",976|Bacteroidetes,P,Sodium proton,-,-,-,ko:K03316,-,-,-,-,ko00000,2.A.36,-,-,Na_H_Exchanger
CM_cdhit-1_transcript_350649,22.1619022237219,376686.Fjoh_3432,1.4199999999999997e-166,474,"COG0014@1|root,COG0014@2|Bacteria,4NEPQ@976|Bacteroidetes,1HX2Y@117743|Flavobacteriia,2NT1A@237|Flavobacterium",976|Bacteroidetes,E,Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate,proA,"GO:0003674,GO:0003824,GO:0004350,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0055114",1.2.1.41,ko:K00147,"ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230",M00015,R03313,RC00684,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
CM_cdhit-1_transcript_351416,21.791536997566034,269798.CHU_2902,2.9599999999999997e-24,100,"2EB74@1|root,3357R@2|Bacteria,4NVS4@976|Bacteroidetes,47Y0A@768503|Cytophagia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_351785,21.930315153871458,991.IW20_13330,0,956,"COG3119@1|root,COG3119@2|Bacteria,4NFRB@976|Bacteroidetes,1HX8I@117743|Flavobacteriia,2NTFM@237|Flavobacterium",976|Bacteroidetes,P,Arylsulfatase,-,-,3.1.6.1,ko:K01130,"ko00140,ko00600,map00140,map00600",-,"R03980,R04856","RC00128,RC00231","ko00000,ko00001,ko01000",-,-,-,"Sulfatase,Sulfatase_C"
CM_cdhit-1_transcript_351807,22.35648479807323,760192.Halhy_6244,1.28e-39,143,"COG2346@1|root,COG2346@2|Bacteria,4NSU1@976|Bacteroidetes",976|Bacteroidetes,S,Bacterial-like globin,-,-,-,ko:K06886,-,-,-,-,ko00000,-,-,-,Bac_globin
CM_cdhit-1_transcript_352277,22.185660375508686,132113.XP_003494260.1,1.1899999999999998e-133,433,"COG0466@1|root,COG0740@1|root,COG1219@1|root,KOG0745@2759|Eukaryota,KOG0840@2759|Eukaryota,KOG2004@2759|Eukaryota,38CF0@33154|Opisthokonta,3BDSD@33208|Metazoa,3CW90@33213|Bilateria,41U6B@6656|Arthropoda,3SIMY@50557|Insecta,46EDP@7399|Hymenoptera",33208|Metazoa,O,"ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix. May also have a chaperone function in the assembly of inner membrane protein complexes. Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome. Binds to mitochondrial DNA in a site-specific manner",-,-,-,-,-,-,-,-,-,-,-,-,"AAA,AAA_2,LON_substr_bdg,Lon_C"
